year,event_time,post,occ_code,occ_title,tot_emp,a_mean,h_mean,wage_bill,log_wage,log_emp,log_wbill,annual_only,suppressed_wage,soc_remapped,balanced,dv_alpha,dv_beta,dv_gamma,human_alpha,human_beta,human_gamma,n_onet,prefix5,exposure_imputed,exposure_residual
2021,-1,0,19-3091,Anthropologists and Archeologists,6650.0,66800.0,32.12,444220000.0,11.109458359524735,8.8023721336499,19.911830493174637,0,False,0,1,0.0517241379310344,0.4396551724137931,0.8275862068965517,0.293103448275862,0.5172413793103449,0.7413793103448276,1.0,19-30,0,0
2022,0,0,19-3091,Anthropologists and Archeologists,7350.0,68310.0,32.84,502078500.0,11.131811447725894,8.902455592206882,20.03426703993278,0,False,0,1,0.0517241379310344,0.4396551724137931,0.8275862068965517,0.293103448275862,0.5172413793103449,0.7413793103448276,1.0,19-30,0,0
2023,1,1,19-3091,Anthropologists and Archeologists,7720.0,69780.0,33.55,538701600.0,11.153102714740765,8.951569643018821,20.104672357759583,0,False,0,1,0.0517241379310344,0.4396551724137931,0.8275862068965517,0.293103448275862,0.5172413793103449,0.7413793103448276,1.0,19-30,0,0
2024,2,1,19-3091,Anthropologists and Archeologists,8070.0,71070.0,34.17,573534900.0,11.17142058582094,8.995908761263994,20.167329347084937,0,False,0,1,0.0517241379310344,0.4396551724137931,0.8275862068965517,0.293103448275862,0.5172413793103449,0.7413793103448276,1.0,19-30,0,0
2019,-3,0,19-3092,Geographers,1400.0,81970.0,39.41,114758000.0,11.314108605647077,7.24422751560335,18.558336121250427,0,False,0,1,0.1666666666666666,0.4999999999999999,0.8333333333333333,0.0833333333333333,0.375,0.6666666666666666,1.0,19-30,0,0
2020,-2,0,19-3092,Geographers,1450.0,85620.0,41.16,124149000.0,11.357674179698938,7.27931883541462,18.636993015113557,0,False,0,1,0.1666666666666666,0.4999999999999999,0.8333333333333333,0.0833333333333333,0.375,0.6666666666666666,1.0,19-30,0,0
2021,-1,0,19-3092,Geographers,1440.0,86740.0,41.7,124905600.0,11.370670417389356,7.272398392570047,18.6430688099594,0,False,0,1,0.1666666666666666,0.4999999999999999,0.8333333333333333,0.0833333333333333,0.375,0.6666666666666666,1.0,19-30,0,0
2022,0,0,19-3092,Geographers,1360.0,88960.0,42.77,120985600.0,11.395942109484407,7.215239978730097,18.611182088214505,0,False,0,1,0.1666666666666666,0.4999999999999999,0.8333333333333333,0.0833333333333333,0.375,0.6666666666666666,1.0,19-30,0,0
2023,1,1,19-3092,Geographers,1460.0,92460.0,44.45,134991600.0,11.434531397542216,7.286191714702382,18.7207231122446,0,False,0,1,0.1666666666666666,0.4999999999999999,0.8333333333333333,0.0833333333333333,0.375,0.6666666666666666,1.0,19-30,0,0
2024,2,1,19-3092,Geographers,1380.0,98160.0,47.19,135460800.0,11.494354079384792,7.22983877815125,18.724192857536043,0,False,0,1,0.1666666666666666,0.4999999999999999,0.8333333333333333,0.0833333333333333,0.375,0.6666666666666666,1.0,19-30,0,0
2019,-3,0,19-3093,Historians,3040.0,68690.0,33.02,208817600.0,11.137358907207927,8.019612794400267,19.156971701608196,0,False,0,1,0.1052631578947368,0.4736842105263157,0.8421052631578947,0.3157894736842105,0.5,0.6842105263157894,1.0,19-30,0,0
2020,-2,0,19-3093,Historians,2770.0,68400.0,32.88,189468000.0,11.13312810361064,7.926602599181384,19.059730702792027,0,False,0,1,0.1052631578947368,0.4736842105263157,0.8421052631578947,0.3157894736842105,0.5,0.6842105263157894,1.0,19-30,0,0
2021,-1,0,19-3093,Historians,2910.0,72130.0,34.68,209898300.0,11.186225325497718,7.975908360165538,19.162133685663257,0,False,0,1,0.1052631578947368,0.4736842105263157,0.8421052631578947,0.3157894736842105,0.5,0.6842105263157894,1.0,19-30,0,0
2022,0,0,19-3093,Historians,3120.0,72900.0,35.05,227448000.0,11.19684391799675,8.045588280803528,19.242432198800277,0,False,0,1,0.1052631578947368,0.4736842105263157,0.8421052631578947,0.3157894736842105,0.5,0.6842105263157894,1.0,19-30,0,0
2023,1,1,19-3093,Historians,3040.0,76120.0,36.6,231404800.0,11.240066321410088,8.019612794400267,19.259679115810354,0,False,0,1,0.1052631578947368,0.4736842105263157,0.8421052631578947,0.3157894736842105,0.5,0.6842105263157894,1.0,19-30,0,0
2024,2,1,19-3093,Historians,3140.0,78470.0,37.73,246395800.0,11.27047166512152,8.0519780789023,19.322449744023817,0,False,0,1,0.1052631578947368,0.4736842105263157,0.8421052631578947,0.3157894736842105,0.5,0.6842105263157894,1.0,19-30,0,0
2019,-3,0,19-3094,Political Scientists,6010.0,120260.0,57.82,722762600.0,11.69741134459356,8.701180027529253,20.398591372122812,0,False,0,1,0.0416666666666666,0.4791666666666666,0.9166666666666666,0.25,0.5416666666666666,0.8333333333333333,1.0,19-30,0,0
2020,-2,0,19-3094,Political Scientists,6010.0,124100.0,59.66,745841000.0,11.728842971192698,8.701180027529253,20.430022998721952,0,False,0,1,0.0416666666666666,0.4791666666666666,0.9166666666666666,0.25,0.5416666666666666,0.8333333333333333,1.0,19-30,0,0
2021,-1,0,19-3094,Political Scientists,5650.0,120430.0,57.9,680429500.0,11.698823950254525,8.639410824140487,20.338234774395012,0,False,0,1,0.0416666666666666,0.4791666666666666,0.9166666666666666,0.25,0.5416666666666666,0.8333333333333333,1.0,19-30,0,0
2022,0,0,19-3094,Political Scientists,5660.0,126140.0,60.64,713952400.0,11.745147680217642,8.641179171197228,20.38632685141487,0,False,0,1,0.0416666666666666,0.4791666666666666,0.9166666666666666,0.25,0.5416666666666666,0.8333333333333333,1.0,19-30,0,0
2023,1,1,19-3094,Political Scientists,5580.0,132020.0,63.47,736671600.0,11.790708705242762,8.626944055375356,20.41765276061812,0,False,0,1,0.0416666666666666,0.4791666666666666,0.9166666666666666,0.25,0.5416666666666666,0.8333333333333333,1.0,19-30,0,0
2024,2,1,19-3094,Political Scientists,5950.0,137600.0,66.15,818720000.0,11.83210620448138,8.691146498539675,20.523252703021058,0,False,0,1,0.0416666666666666,0.4791666666666666,0.9166666666666666,0.25,0.5416666666666666,0.8333333333333333,1.0,19-30,0,0
2019,-3,0,19-3099,"Social Scientists and Related Workers, All Other",33690.0,87690.0,42.16,2954276100.0,11.381563146773402,10.424956336400598,21.806519483174,0,False,0,1,0.0930232558139534,0.5232558139534884,0.9534883720930232,0.3720930232558139,0.6627906976744186,0.9534883720930232,1.0,19-30,0,0
2020,-2,0,19-3099,"Social Scientists and Related Workers, All Other",34570.0,91280.0,43.88,3155549600.0,11.421686984535958,10.45074153291567,21.872428517451628,0,False,0,1,0.0930232558139534,0.5232558139534884,0.9534883720930232,0.3720930232558139,0.6627906976744186,0.9534883720930232,1.0,19-30,0,0
2021,-1,0,19-3099,"Social Scientists and Related Workers, All Other",34330.0,90900.0,43.7,3120597000.0,11.41751528016557,10.443774886451738,21.86129016661731,0,False,0,1,0.0930232558139534,0.5232558139534884,0.9534883720930232,0.3720930232558139,0.6627906976744186,0.9534883720930232,1.0,19-30,0,0
2022,0,0,19-3099,"Social Scientists and Related Workers, All Other",33210.0,94560.0,45.46,3140337600.0,11.456989832639923,10.410606314370792,21.86759614701072,0,False,0,1,0.0930232558139534,0.5232558139534884,0.9534883720930232,0.3720930232558139,0.6627906976744186,0.9534883720930232,1.0,19-30,0,0
2023,1,1,19-3099,"Social Scientists and Related Workers, All Other",35210.0,102210.0,49.14,3598814100.0,11.534784799323122,10.4690854121491,22.00387021147222,0,False,0,1,0.0930232558139534,0.5232558139534884,0.9534883720930232,0.3720930232558139,0.6627906976744186,0.9534883720930232,1.0,19-30,0,0
2024,2,1,19-3099,"Social Scientists and Related Workers, All Other",36970.0,106440.0,51.17,3935086800.0,11.575336725091626,10.517862051930678,22.0931987770223,0,False,0,1,0.0930232558139534,0.5232558139534884,0.9534883720930232,0.3720930232558139,0.6627906976744186,0.9534883720930232,1.0,19-30,0,0
2019,-3,0,19-4010,Agricultural and Food Science Technicians,21870.0,44440.0,21.37,971902800.0,10.701895243753569,9.992871113670814,20.69476635742438,0,False,0,0,0.17365805797206138,0.41856430383259435,0.6634705496931275,0.1728182173496635,0.36966073864721793,0.5665032599447724,12.0,,1,0
2020,-2,0,19-4010,Agricultural and Food Science Technicians,21940.0,45920.0,22.08,1007484800.0,10.734656030993447,9.99606673382922,20.73072276482267,0,False,0,0,0.17365805797206138,0.41856430383259435,0.6634705496931275,0.1728182173496635,0.36966073864721793,0.5665032599447724,12.0,,1,0
2021,-1,0,19-4012,Agricultural Technicians,13560.0,44850.0,21.56,608166000.0,10.71107886748694,9.514879561494386,20.22595842898133,0,False,0,0,0.14267676767676765,0.4097222222222222,0.6767676767676768,0.1691919191919192,0.3333333333333333,0.49747474747474746,2.0,19-40,0,0
2022,0,0,19-4012,Agricultural Technicians,13140.0,45640.0,21.94,599709600.0,10.728539803976012,9.4834162920386,20.211956096014617,0,False,0,0,0.14267676767676765,0.4097222222222222,0.6767676767676768,0.1691919191919192,0.3333333333333333,0.49747474747474746,2.0,19-40,0,0
2023,1,1,19-4012,Agricultural Technicians,13150.0,46810.0,22.5,615551500.0,10.753852134294116,9.48417703760591,20.238029171900028,0,False,0,0,0.14267676767676765,0.4097222222222222,0.6767676767676768,0.1691919191919192,0.3333333333333333,0.49747474747474746,2.0,19-40,0,0
2024,2,1,19-4012,Agricultural Technicians,14340.0,49680.0,23.88,712411200.0,10.81335771660736,9.57080811415361,20.38416583076097,0,False,0,0,0.14267676767676765,0.4097222222222222,0.6767676767676768,0.1691919191919192,0.3333333333333333,0.49747474747474746,2.0,19-40,0,0
2021,-1,0,19-4013,Food Science Technicians,11530.0,47870.0,23.01,551941100.0,10.776244282386555,9.352707613263105,20.12895189564966,0,False,0,0,0.2857142857142857,0.3571428571428571,0.4285714285714285,0.1071428571428571,0.2857142857142857,0.4642857142857142,1.0,19-40,0,0
2022,0,0,19-4013,Food Science Technicians,14350.0,51320.0,24.68,736442000.0,10.845835818729572,9.571505221187769,20.41734103991734,0,False,0,0,0.2857142857142857,0.3571428571428571,0.4285714285714285,0.1071428571428571,0.2857142857142857,0.4642857142857142,1.0,19-40,0,0
2023,1,1,19-4013,Food Science Technicians,15190.0,54000.0,25.96,820260000.0,10.896739325546411,9.62839259558982,20.52513192113623,0,False,0,0,0.2857142857142857,0.3571428571428571,0.4285714285714285,0.1071428571428571,0.2857142857142857,0.4642857142857142,1.0,19-40,0,0
2024,2,1,19-4013,Food Science Technicians,14200.0,54400.0,26.15,772480000.0,10.904119432844034,9.560997243589352,20.465116676433382,0,False,0,0,0.2857142857142857,0.3571428571428571,0.4285714285714285,0.1071428571428571,0.2857142857142857,0.4642857142857142,1.0,19-40,0,0
2019,-3,0,19-4021,Biological Technicians,79530.0,49110.0,23.61,3905718300.0,10.80181795903329,11.28388958795118,22.08570754698447,0,False,0,1,0.2,0.4166666666666666,0.6333333333333333,0.0666666666666666,0.2666666666666666,0.4666666666666667,1.0,19-40,0,0
2020,-2,0,19-4021,Biological Technicians,80640.0,49490.0,23.79,3990873600.0,10.809525907945932,11.297750083305196,22.10727599125113,0,False,0,1,0.2,0.4166666666666666,0.6333333333333333,0.0666666666666666,0.2666666666666666,0.4666666666666667,1.0,19-40,0,0
2021,-1,0,19-4021,Biological Technicians,76150.0,51770.0,24.89,3942285500.0,10.854566109895949,11.240460358323308,22.095026468219256,0,False,0,1,0.2,0.4166666666666666,0.6333333333333333,0.0666666666666666,0.2666666666666666,0.4666666666666667,1.0,19-40,0,0
2022,0,0,19-4021,Biological Technicians,73710.0,53560.0,25.75,3947907600.0,10.888557799805108,11.207893754183337,22.096451553988445,0,False,0,1,0.2,0.4166666666666666,0.6333333333333333,0.0666666666666666,0.2666666666666666,0.4666666666666667,1.0,19-40,0,0
2023,1,1,19-4021,Biological Technicians,76990.0,56540.0,27.18,4353014600.0,10.942703631247582,11.251430822272097,22.194134453519677,0,False,0,1,0.2,0.4166666666666666,0.6333333333333333,0.0666666666666666,0.2666666666666666,0.4666666666666667,1.0,19-40,0,0
2024,2,1,19-4021,Biological Technicians,76190.0,58020.0,27.89,4420543800.0,10.968543057675396,11.240985499467056,22.209528557142452,0,False,0,1,0.2,0.4166666666666666,0.6333333333333333,0.0666666666666666,0.2666666666666666,0.4666666666666667,1.0,19-40,0,0
2019,-3,0,19-4031,Chemical Technicians,65760.0,52910.0,25.44,3479361600.0,10.876347635898178,11.093767029730062,21.97011466562824,0,False,0,1,0.1428571428571428,0.3928571428571428,0.6428571428571428,0.2857142857142857,0.3928571428571428,0.5,1.0,19-40,0,0
2020,-2,0,19-4031,Chemical Technicians,63490.0,53700.0,25.82,3409413000.0,10.891168280496956,11.058637692164496,21.94980597266145,0,False,0,1,0.1428571428571428,0.3928571428571428,0.6428571428571428,0.2857142857142857,0.3928571428571428,0.5,1.0,19-40,0,0
2021,-1,0,19-4031,Chemical Technicians,57690.0,55040.0,26.46,3175257600.0,10.915815472607225,10.962839127250936,21.87865459985816,0,False,0,1,0.1428571428571428,0.3928571428571428,0.6428571428571428,0.2857142857142857,0.3928571428571428,0.5,1.0,19-40,0,0
2022,0,0,19-4031,Chemical Technicians,56030.0,56180.0,27.01,3147765400.0,10.936316100658235,10.93364254055933,21.869958641217565,0,False,0,1,0.1428571428571428,0.3928571428571428,0.6428571428571428,0.2857142857142857,0.3928571428571428,0.5,1.0,19-40,0,0
2023,1,1,19-4031,Chemical Technicians,55880.0,60920.0,29.29,3404209600.0,11.0173168070091,10.930961813370898,21.948278620379995,0,False,0,1,0.1428571428571428,0.3928571428571428,0.6428571428571428,0.2857142857142857,0.3928571428571428,0.5,1.0,19-40,0,0
2024,2,1,19-4031,Chemical Technicians,55640.0,61300.0,29.47,3410732000.0,11.023535121924304,10.92665764603738,21.95019276796168,0,False,0,1,0.1428571428571428,0.3928571428571428,0.6428571428571428,0.2857142857142857,0.3928571428571428,0.5,1.0,19-40,0,0
2019,-3,0,19-4042,"Environmental Science and Protection Technicians, Including Health",32620.0,50760.0,24.41,1655791200.0,10.834863921828324,10.392680876175003,21.22754479800333,0,False,0,1,0.2444444444444444,0.4555555555555556,0.6666666666666667,0.2444444444444444,0.4222222222222222,0.6,1.0,19-40,0,0
2020,-2,0,19-4042,"Environmental Science and Protection Technicians, Including Health",31860.0,50960.0,24.5,1623585600.0,10.838796290246044,10.36910658346404,21.207902873710083,0,False,0,1,0.2444444444444444,0.4555555555555556,0.6666666666666667,0.2444444444444444,0.4222222222222222,0.6,1.0,19-40,0,0
2021,-1,0,19-4042,"Environmental Science and Protection Technicians, Including Health",34110.0,50550.0,24.3,1724260500.0,10.830718224448615,10.437345875412692,21.26806409986131,0,False,0,1,0.2444444444444444,0.4555555555555556,0.6666666666666667,0.2444444444444444,0.4222222222222222,0.6,1.0,19-40,0,0
2022,0,0,19-4042,"Environmental Science and Protection Technicians, Including Health",33920.0,53970.0,25.95,1830662400.0,10.896183615612689,10.43176008990584,21.32794370551853,0,False,0,1,0.2444444444444444,0.4555555555555556,0.6666666666666667,0.2444444444444444,0.4222222222222222,0.6,1.0,19-40,0,0
2023,1,1,19-4042,"Environmental Science and Protection Technicians, Including Health",32390.0,57470.0,27.63,1861453300.0,10.959018351501788,10.385605012165374,21.34462336366716,0,False,0,1,0.2444444444444444,0.4555555555555556,0.6666666666666667,0.2444444444444444,0.4222222222222222,0.6,1.0,19-40,0,0
2024,2,1,19-4042,"Environmental Science and Protection Technicians, Including Health",39390.0,56770.0,27.29,2236170300.0,10.946763296164772,10.581267255964953,21.528030552129724,0,False,0,1,0.2444444444444444,0.4555555555555556,0.6666666666666667,0.2444444444444444,0.4222222222222222,0.6,1.0,19-40,0,0
2021,-1,0,19-4043,"Geological Technicians, Except Hydrologic Technicians",9210.0,59080.0,28.4,544126800.0,10.986647736645317,9.128045129249353,20.114692865894668,0,False,0,0,0.048780487804878,0.3902439024390244,0.7317073170731707,0.073170731707317,0.3048780487804878,0.5365853658536586,1.0,19-40,0,0
2022,0,0,19-4043,"Geological Technicians, Except Hydrologic Technicians",9170.0,60810.0,29.24,557627700.0,11.015509528114157,9.123692565250511,20.139202093364663,0,False,0,0,0.048780487804878,0.3902439024390244,0.7317073170731707,0.073170731707317,0.3048780487804878,0.5365853658536586,1.0,19-40,0,0
2023,1,1,19-4043,"Geological Technicians, Except Hydrologic Technicians",8860.0,64590.0,31.05,572267400.0,11.07581487902652,9.089302043599126,20.165116922625646,0,False,0,0,0.048780487804878,0.3902439024390244,0.7317073170731707,0.073170731707317,0.3048780487804878,0.5365853658536586,1.0,19-40,0,0
2024,2,1,19-4043,"Geological Technicians, Except Hydrologic Technicians",9710.0,58220.0,27.99,565316200.0,10.971984217299614,9.18091156128537,20.152895778584984,0,False,0,0,0.048780487804878,0.3902439024390244,0.7317073170731707,0.073170731707317,0.3048780487804878,0.5365853658536586,1.0,19-40,0,0
2021,-1,0,19-4044,Hydrologic Technicians,3550.0,71760.0,34.5,254748000.0,11.181082496732678,8.174702882469461,19.35578537920214,0,False,0,0,0.1875,0.5,0.8125,0.25,0.53125,0.8125,1.0,19-40,0,0
2022,0,0,19-4044,Hydrologic Technicians,2920.0,66640.0,32.04,194588800.0,11.107060276840723,7.979338895262328,19.08639917210305,0,False,0,0,0.1875,0.5,0.8125,0.25,0.53125,0.8125,1.0,19-40,0,0
2023,1,1,19-4044,Hydrologic Technicians,3000.0,61500.0,29.57,184500000.0,11.02679245379461,8.006367567650246,19.033160021444857,0,False,0,0,0.1875,0.5,0.8125,0.25,0.53125,0.8125,1.0,19-40,0,0
2024,2,1,19-4044,Hydrologic Technicians,2940.0,64410.0,30.97,189365400.0,11.073024179540935,7.986164860332727,19.059189039873665,0,False,0,0,0.1875,0.5,0.8125,0.25,0.53125,0.8125,1.0,19-40,0,0
2019,-3,0,19-4045,Geological and Hydrologic Technicians,17110.0,60800.0,29.23,1040288000.0,11.01534506795426,9.747418366886238,20.762763434840497,0,False,0,0,0.17365805797206138,0.41856430383259435,0.6634705496931275,0.1728182173496635,0.36966073864721793,0.5665032599447724,12.0,,1,0
2020,-2,0,19-4045,Geological and Hydrologic Technicians,15580.0,61130.0,29.39,952405400.0,11.020758023022772,9.65374331942474,20.67450134244751,0,False,0,0,0.17365805797206138,0.41856430383259435,0.6634705496931275,0.1728182173496635,0.36966073864721793,0.5665032599447724,12.0,,1,0
2019,-3,0,19-4051,Nuclear Technicians,6420.0,82710.0,39.77,530998200.0,11.323095792685953,8.767173396684006,20.09026918936996,0,False,0,1,0.11147186147186144,0.18506493506493504,0.2586580086580086,0.11147186147186144,0.28409090909090906,0.4567099567099566,2.0,19-40,0,0
2020,-2,0,19-4051,Nuclear Technicians,6160.0,83810.0,40.29,516269600.0,11.336307611092952,8.725832056527565,20.062139667620517,0,False,0,1,0.11147186147186144,0.18506493506493504,0.2586580086580086,0.11147186147186144,0.28409090909090906,0.4567099567099566,2.0,19-40,0,0
2021,-1,0,19-4051,Nuclear Technicians,5360.0,95200.0,45.77,510272000.0,11.463735220779457,8.586719254064848,20.050454474844305,0,False,0,1,0.11147186147186144,0.18506493506493504,0.2586580086580086,0.11147186147186144,0.28409090909090906,0.4567099567099566,2.0,19-40,0,0
2022,0,0,19-4051,Nuclear Technicians,5880.0,97040.0,46.65,570595200.0,11.482878543617932,8.679312040892672,20.162190584510604,0,False,0,1,0.11147186147186144,0.18506493506493504,0.2586580086580086,0.11147186147186144,0.28409090909090906,0.4567099567099566,2.0,19-40,0,0
2023,1,1,19-4051,Nuclear Technicians,5400.0,97520.0,46.88,526608000.0,11.487812764155152,8.594154232552366,20.08196699670752,0,False,0,1,0.11147186147186144,0.18506493506493504,0.2586580086580086,0.11147186147186144,0.28409090909090906,0.4567099567099566,2.0,19-40,0,0
2024,2,1,19-4051,Nuclear Technicians,5990.0,100730.0,48.43,603372700.0,11.520198948936727,8.697846691109495,20.21804564004622,0,False,0,1,0.11147186147186144,0.18506493506493504,0.2586580086580086,0.11147186147186144,0.28409090909090906,0.4567099567099566,2.0,19-40,0,0
